0, 1.57, 0
0.010101, 1.5695, -0.0989899
0.020202, 1.568, -0.19798
0.030303, 1.5655, -0.296969
0.040404, 1.562, -0.395956
0.0505051, 1.5575, -0.49494
0.0606061, 1.552, -0.593917
0.0707071, 1.5455, -0.692883
0.0808081, 1.538, -0.791832
0.0909091, 1.52951, -0.890754
0.10101, 1.52001, -0.989639
0.111111, 1.50951, -1.08847
0.121212, 1.49802, -1.18724
0.131313, 1.48553, -1.28592
0.141414, 1.47204, -1.38449
0.151515, 1.45756, -1.48293
0.161616, 1.44208, -1.5812
0.171717, 1.42562, -1.67926
0.181818, 1.40816, -1.77708
0.191919, 1.38972, -1.87461
0.20202, 1.37029, -1.9718
0.212121, 1.34988, -2.0686
0.222222, 1.3285, -2.16495
0.232323, 1.30614, -2.26078
0.242424, 1.28283, -2.35601
0.252525, 1.25855, -2.45058
0.262626, 1.23332, -2.54439
0.272727, 1.20715, -2.63736
0.282828, 1.18004, -2.72939
0.292929, 1.15201, -2.82038
0.30303, 1.12306, -2.91023
0.313131, 1.09322, -2.99881
0.323232, 1.06248, -3.08602
0.333333, 1.03087, -3.17172
0.343434, 0.998405, -3.25579
0.353535, 0.965098, -3.3381
0.363636, 0.930969, -3.41851
0.373737, 0.896038, -3.49687
0.383838, 0.860325, -3.57305
0.393939, 0.823855, -3.6469
0.40404, 0.786651, -3.71828
0.414141, 0.748738, -3.78702
0.424242, 0.710145, -3.85299
0.434343, 0.6709, -3.91605
0.444444, 0.631034, -3.97603
0.454545, 0.590577, -4.0328
0.464646, 0.549563, -4.08623
0.474747, 0.508027, -4.13617
0.484848, 0.466004, -4.1825
0.494949, 0.423532, -4.22509
0.505051, 0.380649, -4.26383
0.515152, 0.337394, -4.29861
0.525253, 0.293808, -4.32933
0.535354, 0.249933, -4.35592
0.545455, 0.20581, -4.37828
0.555556, 0.161483, -4.39636
0.565657, 0.116995, -4.4101
0.575758, 0.0723902, -4.41946
0.585859, 0.027713, -4.42441
0.59596, -0.0169918, -4.42494
0.606061, -0.0616797, -4.42105
0.616162, -0.106306, -4.41274
0.626263, -0.150826, -4.40005
0.636364, -0.195196, -4.38301
0.646465, -0.239372, -4.36167
0.656566, -0.283311, -4.3361
0.666667, -0.32697, -4.30636
0.676768, -0.370308, -4.27254
0.686869, -0.413284, -4.23474
0.69697, -0.455858, -4.19307
0.707071, -0.497992, -4.14763
0.717172, -0.539649, -4.09854
0.727273, -0.580791, -4.04594
0.737374, -0.621385, -3.98996
0.747475, -0.661397, -3.93073
0.757576, -0.700794, -3.8684
0.767677, -0.739546, -3.80312
0.777778, -0.777625, -3.73503
0.787879, -0.815001, -3.66427
0.79798, -0.85165, -3.591
0.808081, -0.887547, -3.51537
0.818182, -0.922668, -3.43751
0.828283, -0.956992, -3.35758
0.838384, -0.990498, -3.27572
0.848485, -1.02317, -3.19206
0.858586, -1.05498, -3.10674
0.868687, -1.08593, -3.01988
0.878788, -1.11599, -2.93162
0.888889, -1.14516, -2.84207
0.89899, -1.17341, -2.75134
0.909091, -1.20074, -2.65955
0.919192, -1.22714, -2.5668
0.929293, -1.25259, -2.47318
0.939394, -1.2771, -2.37878
0.949495, -1.30065, -2.2837
0.959596, -1.32323, -2.18801
0.969697, -1.34485, -2.09178
0.979798, -1.36549, -1.99509
0.989899, -1.38516, -1.89798
1, -1.40384, -1.80053
